id_categoria,nombre
507,Categoria 00507
508,Categoria 00508
509,Categoria 00509
510,Categoria 00510
511,Categoria 00511
512,Categoria 00512
513,Categoria 00513
514,Categoria 00514
515,Categoria 00515
516,Categoria 00516
517,Categoria 00517
518,Categoria 00518
519,Categoria 00519
520,Categoria 00520
521,Categoria 00521
522,Categoria 00522
523,Categoria 00523
524,Categoria 00524
525,Categoria 00525
526,Categoria 00526
527,Categoria 00527
528,Categoria 00528
529,Categoria 00529
530,Categoria 00530
531,Categoria 00531
532,Categoria 00532
533,Categoria 00533
534,Categoria 00534
535,Categoria 00535
536,Categoria 00536
537,Categoria 00537
538,Categoria 00538
539,Categoria 00539
540,Categoria 00540
541,Categoria 00541
542,Categoria 00542
543,Categoria 00543
544,Categoria 00544
545,Categoria 00545
546,Categoria 00546
547,Categoria 00547
548,Categoria 00548
549,Categoria 00549
550,Categoria 00550
551,Categoria 00551
552,Categoria 00552
553,Categoria 00553
554,Categoria 00554
555,Categoria 00555
556,Categoria 00556
557,Categoria 00557
558,Categoria 00558
559,Categoria 00559
560,
561,Categoria 00561
562,Categoria 00562
563,Categoria 00563
564,Categoria 00564
565,Categoria 00565
566,Categoria 00566
567,Categoria 00567
568,Categoria 00568
569,Categoria 00569
570,Categoria 00570
571,Categoria 00571
572,Categoria 00572
573,Categoria 00573
574,Categoria 00574
575,Categoria 00575
576,Categoria 00576
577,Categoria 00577
578,Categoria 00578
579,Categoria 00579
580,Categoria 00580
581,Categoria 00581
582,Categoria 00582
583,Categoria 00583
584,Categoria 00584
585,Categoria 00585
586,Categoria 00586
587,Categoria 00587
588,Categoria 00588
589,Categoria 00589
590,Categoria 00590
591,Categoria 00591
592,Categoria 00592
593,Categoria 00593
594,Categoria 00594
595,Categoria 00595
596,Categoria 00596
597,Categoria 00597
598,Categoria 00598
599,Categoria 00599
600,Categoria 00600
601,Categoria 00601
602,Categoria 00602
603,Categoria 00603
604,Categoria 00604
605,Categoria 00605
606,Categoria 00606
607,Categoria 00607
608,Categoria 00608
609,Categoria 00609
610,Categoria 00610
611,Categoria 00611
612,Categoria 00612
613,Categoria 00613
614,Categoria 00614
615,Categoria 00615
616,Categoria 00616
617,Categoria 00617
618,Categoria 00618
619,Categoria 00619
620,Categoria 00620
621,Categoria 00621
622,Categoria 00622
623,Categoria 00623
624,Categoria 00624
CAT625,Categoria 00625
626,Categoria 00626
627,Categoria 00627
628,Categoria 00628
629,Categoria 00629
630,
631,Categoria 00631
632,Categoria 00632
633,Categoria 00633
634,Categoria 00634
635,Categoria 00635
636,Categoria 00636
637,Categoria 00637
638,Categoria 00638
639,Categoria 00639
640,Categoria 00640
641,Categoria 00641
642,Categoria 00642
643,Categoria 00643
644,Categoria 00644
645,Categoria 00645
646,Categoria 00646
647,Categoria 00647
648,Categoria 00648
649,Categoria 00649
650,Categoria 00650
651,Categoria 00651
652,Categoria 00652
653,Categoria 00653
654,Categoria 00654
655,Categoria 00655
656,Categoria 00656
657,Categoria 00657
658,Categoria 00658
659,Categoria 00659
660,Categoria 00660
661,Categoria 00661
662,Categoria 00662
663,Categoria 00663
664,Categoria 00664
665,Categoria 00665
666,Categoria 00666
667,Categoria 00667
668,Categoria 00668
669,Categoria 00669
670,Categoria 00670
671,Categoria 00671
672,Categoria 00672
673,Categoria 00673
674,Categoria 00674
675,Categoria 00675
676,Categoria 00676
677,Categoria 00677
678,Categoria 00678
679,Categoria 00679
680,Categoria 00680
681,Categoria 00681
682,Categoria 00682
683,Categoria 00683
684,Categoria 00684
685,Categoria 00685
686,Categoria 00686
687,Categoria 00687
688,Categoria 00688
689,Categoria 00689
690,Categoria 00690
691,Categoria 00691
692,Categoria 00692
693,Categoria 00693
694,Categoria 00694
695,Categoria 00695
696,Categoria 00696
697,Categoria 00697
698,Categoria 00698
699,Categoria 00699
700,
701,Categoria 00701
702,Categoria 00702
703,Categoria 00703
704,Categoria 00704
705,Categoria 00705
706,Categoria 00706
707,Categoria 00707
708,Categoria 00708
709,Categoria 00709
710,Categoria 00710
711,Categoria 00711
712,Categoria 00712
713,Categoria 00713
714,Categoria 00714
715,Categoria 00715
716,Categoria 00716
717,Categoria 00717
718,Categoria 00718
719,Categoria 00719
720,Categoria 00720
721,Categoria 00721
722,Categoria 00722
723,Categoria 00723
724,Categoria 00724
725,Categoria 00725
726,Categoria 00726
727,Categoria 00727
728,Categoria 00728
729,Categoria 00729
730,Categoria 00730
731,Categoria 00731
732,Categoria 00732
733,Categoria 00733
734,Categoria 00734
735,Categoria 00735
736,Categoria 00736
737,Categoria 00737
738,Categoria 00738
739,Categoria 00739
740,Categoria 00740
741,Categoria 00741
742,Categoria 00742
743,Categoria 00743
744,Categoria 00744
745,Categoria 00745
746,Categoria 00746
747,Categoria 00747
748,Categoria 00748
749,Categoria 00749
CAT750,Categoria 00750
751,Categoria 00751
752,Categoria 00752
753,Categoria 00753
754,Categoria 00754
755,Categoria 00755
756,Categoria 00756
757,Categoria 00757
758,Categoria 00758
759,Categoria 00759
760,Categoria 00760
761,Categoria 00761
762,Categoria 00762
763,Categoria 00763
764,Categoria 00764
765,Categoria 00765
766,Categoria 00766
767,Categoria 00767
768,Categoria 00768
769,Categoria 00769
770,
771,Categoria 00771
772,Categoria 00772
773,Categoria 00773
774,Categoria 00774
775,Categoria 00775
776,Categoria 00776
777,Categoria 00777
778,Categoria 00778
779,Categoria 00779
780,Categoria 00780
781,Categoria 00781
782,Categoria 00782
783,Categoria 00783
784,Categoria 00784
785,Categoria 00785
786,Categoria 00786
787,Categoria 00787
788,Categoria 00788
789,Categoria 00789
790,Categoria 00790
791,Categoria 00791
792,Categoria 00792
793,Categoria 00793
794,Categoria 00794
795,Categoria 00795
796,Categoria 00796
797,Categoria 00797
798,Categoria 00798
799,Categoria 00799
800,Categoria 00800
800,Categoria 00800
801,Categoria 00801
802,Categoria 00802
803,Categoria 00803
804,Categoria 00804
805,Categoria 00805
806,Categoria 00806
807,Categoria 00807
808,Categoria 00808
809,Categoria 00809
810,Categoria 00810
811,Categoria 00811
812,Categoria 00812
813,Categoria 00813
814,Categoria 00814
815,Categoria 00815
816,Categoria 00816
817,Categoria 00817
818,Categoria 00818
819,Categoria 00819
820,Categoria 00820
821,Categoria 00821
822,Categoria 00822
823,Categoria 00823
824,Categoria 00824
825,Categoria 00825
826,Categoria 00826
827,Categoria 00827
828,Categoria 00828
829,Categoria 00829
830,Categoria 00830
831,Categoria 00831
832,Categoria 00832
833,Categoria 00833
834,Categoria 00834
835,Categoria 00835
836,Categoria 00836
837,Categoria 00837
838,Categoria 00838
839,Categoria 00839
840,
841,Categoria 00841
842,Categoria 00842
843,Categoria 00843
844,Categoria 00844
845,Categoria 00845
846,Categoria 00846
847,Categoria 00847
848,Categoria 00848
849,Categoria 00849
850,Categoria 00850
851,Categoria 00851
852,Categoria 00852
853,Categoria 00853
854,Categoria 00854
855,Categoria 00855
856,Categoria 00856
857,Categoria 00857
858,Categoria 00858
859,Categoria 00859
860,Categoria 00860
861,Categoria 00861
862,Categoria 00862
863,Categoria 00863
864,Categoria 00864
865,Categoria 00865
866,Categoria 00866
867,Categoria 00867
868,Categoria 00868
869,Categoria 00869
870,Categoria 00870
871,Categoria 00871
872,Categoria 00872
873,Categoria 00873
874,Categoria 00874
CAT875,Categoria 00875
876,Categoria 00876
877,Categoria 00877
878,Categoria 00878
879,Categoria 00879
880,Categoria 00880
881,Categoria 00881
882,Categoria 00882
883,Categoria 00883
884,Categoria 00884
885,Categoria 00885
886,Categoria 00886
887,Categoria 00887
888,Categoria 00888
889,Categoria 00889
890,Categoria 00890
891,Categoria 00891
892,Categoria 00892
893,Categoria 00893
894,Categoria 00894
895,Categoria 00895
896,Categoria 00896
897,Categoria 00897
898,Categoria 00898
899,Categoria 00899
900,Categoria 00900
901,Categoria 00901
902,Categoria 00902
903,Categoria 00903
904,Categoria 00904
905,Categoria 00905
906,Categoria 00906
907,Categoria 00907
908,Categoria 00908
909,Categoria 00909
910,
911,Categoria 00911
912,Categoria 00912
913,Categoria 00913
914,Categoria 00914
915,Categoria 00915
916,Categoria 00916
917,Categoria 00917
918,Categoria 00918
919,Categoria 00919
920,Categoria 00920
921,Categoria 00921
922,Categoria 00922
923,Categoria 00923
924,Categoria 00924
925,Categoria 00925
926,Categoria 00926
927,Categoria 00927
928,Categoria 00928
929,Categoria 00929
930,Categoria 00930
931,Categoria 00931
932,Categoria 00932
933,Categoria 00933
934,Categoria 00934
935,Categoria 00935
936,Categoria 00936
937,Categoria 00937
938,Categoria 00938
939,Categoria 00939
940,Categoria 00940
941,Categoria 00941
942,Categoria 00942
943,Categoria 00943
944,Categoria 00944
945,Categoria 00945
946,Categoria 00946
947,Categoria 00947
948,Categoria 00948
949,Categoria 00949
950,Categoria 00950
951,Categoria 00951
952,Categoria 00952
953,Categoria 00953
954,Categoria 00954
955,Categoria 00955
956,Categoria 00956
957,Categoria 00957
958,Categoria 00958
959,Categoria 00959
960,Categoria 00960
961,Categoria 00961
962,Categoria 00962
963,Categoria 00963
964,Categoria 00964
965,Categoria 00965
966,Categoria 00966
967,Categoria 00967
968,Categoria 00968
969,Categoria 00969
970,Categoria 00970
971,Categoria 00971
972,Categoria 00972
973,Categoria 00973
974,Categoria 00974
975,Categoria 00975
976,Categoria 00976
977,Categoria 00977
978,Categoria 00978
979,Categoria 00979
980,
981,Categoria 00981
982,Categoria 00982
983,Categoria 00983
984,Categoria 00984
985,Categoria 00985
986,Categoria 00986
987,Categoria 00987
988,Categoria 00988
989,Categoria 00989
990,Categoria 00990
991,Categoria 00991
992,Categoria 00992
993,Categoria 00993
994,Categoria 00994
995,Categoria 00995
996,Categoria 00996
997,Categoria 00997
998,Categoria 00998
999,Categoria 00999
CAT1000,Categoria 01000
1001,Categoria 01001
1002,Categoria 01002
1003,Categoria 01003
1004,Categoria 01004
1005,Categoria 01005
1006,Categoria 01006
1007,Categoria 01007
1008,Categoria 01008
1009,Categoria 01009
1010,Categoria 01010
1011,Categoria 01011
1012,Categoria 01012
1013,Categoria 01013
1014,Categoria 01014
1015,Categoria 01015
1016,Categoria 01016
1017,Categoria 01017
1018,Categoria 01018
1019,Categoria 01019
1020,Categoria 01020
1021,Categoria 01021
1022,Categoria 01022
1023,Categoria 01023
1024,Categoria 01024
1025,Categoria 01025
1026,Categoria 01026
1027,Categoria 01027
1028,Categoria 01028
1029,Categoria 01029
1030,Categoria 01030
1031,Categoria 01031
1032,Categoria 01032
1033,Categoria 01033
1034,Categoria 01034
1035,Categoria 01035
1036,Categoria 01036
1037,Categoria 01037
1038,Categoria 01038
1039,Categoria 01039
1040,Categoria 01040
1041,Categoria 01041
1042,Categoria 01042
1043,Categoria 01043
1044,Categoria 01044
1045,Categoria 01045
1046,Categoria 01046
1047,Categoria 01047
1048,Categoria 01048
1049,Categoria 01049
1050,
1051,Categoria 01051
1052,Categoria 01052
1053,Categoria 01053
1054,Categoria 01054
1055,Categoria 01055
1056,Categoria 01056
1057,Categoria 01057
1058,Categoria 01058
1059,Categoria 01059
1060,Categoria 01060
1061,Categoria 01061
1062,Categoria 01062
1063,Categoria 01063
1064,Categoria 01064
1065,Categoria 01065
1066,Categoria 01066
1067,Categoria 01067
1068,Categoria 01068
1069,Categoria 01069
1070,Categoria 01070
1071,Categoria 01071
1072,Categoria 01072
1073,Categoria 01073
1074,Categoria 01074
1075,Categoria 01075
1076,Categoria 01076
1077,Categoria 01077
1078,Categoria 01078
1079,Categoria 01079
1080,Categoria 01080
1081,Categoria 01081
1082,Categoria 01082
1083,Categoria 01083
1084,Categoria 01084
1085,Categoria 01085
1086,Categoria 01086
1087,Categoria 01087
1088,Categoria 01088
1089,Categoria 01089
1090,Categoria 01090
1091,Categoria 01091
1092,Categoria 01092
1093,Categoria 01093
1094,Categoria 01094
1095,Categoria 01095
1096,Categoria 01096
1097,Categoria 01097
1098,Categoria 01098
1099,Categoria 01099
1100,Categoria 01100
1101,Categoria 01101
1102,Categoria 01102
1103,Categoria 01103
1104,Categoria 01104
1105,Categoria 01105
1106,Categoria 01106
1107,Categoria 01107
1108,Categoria 01108
1109,Categoria 01109
1110,Categoria 01110
1111,Categoria 01111
1112,Categoria 01112
1113,Categoria 01113
1114,Categoria 01114
1115,Categoria 01115
1116,Categoria 01116
1117,Categoria 01117
1118,Categoria 01118
1119,Categoria 01119
1120,
1121,Categoria 01121
1122,Categoria 01122
1123,Categoria 01123
1124,Categoria 01124
CAT1125,Categoria 01125
1126,Categoria 01126
1127,Categoria 01127
1128,Categoria 01128
1129,Categoria 01129
1130,Categoria 01130
1131,Categoria 01131
1132,Categoria 01132
1133,Categoria 01133
1134,Categoria 01134
1135,Categoria 01135
1136,Categoria 01136
1137,Categoria 01137
1138,Categoria 01138
1139,Categoria 01139
1140,Categoria 01140
1141,Categoria 01141
1142,Categoria 01142
1143,Categoria 01143
1144,Categoria 01144
1145,Categoria 01145
1146,Categoria 01146
1147,Categoria 01147
1148,Categoria 01148
1149,Categoria 01149
1150,Categoria 01150
1151,Categoria 01151
1152,Categoria 01152
1153,Categoria 01153
1154,Categoria 01154
1155,Categoria 01155
1156,Categoria 01156
1157,Categoria 01157
1158,Categoria 01158
1159,Categoria 01159
1160,Categoria 01160
1161,Categoria 01161
1162,Categoria 01162
1163,Categoria 01163
1164,Categoria 01164
1165,Categoria 01165
1166,Categoria 01166
1167,Categoria 01167
1168,Categoria 01168
1169,Categoria 01169
1170,Categoria 01170
1171,Categoria 01171
1172,Categoria 01172
1173,Categoria 01173
1174,Categoria 01174
1175,Categoria 01175
1176,Categoria 01176
1177,Categoria 01177
1178,Categoria 01178
1179,Categoria 01179
1180,Categoria 01180
1181,Categoria 01181
1182,Categoria 01182
1183,Categoria 01183
1184,Categoria 01184
1185,Categoria 01185
1186,Categoria 01186
1187,Categoria 01187
1188,Categoria 01188
1189,Categoria 01189
1190,
1191,Categoria 01191
1192,Categoria 01192
1193,Categoria 01193
1194,Categoria 01194
1195,Categoria 01195
1196,Categoria 01196
1197,Categoria 01197
1198,Categoria 01198
1199,Categoria 01199
1200,Categoria 01200
1200,Categoria 01200
1201,Categoria 01201
1202,Categoria 01202
1203,Categoria 01203
1204,Categoria 01204
1205,Categoria 01205
1206,Categoria 01206
1207,Categoria 01207
1208,Categoria 01208
1209,Categoria 01209
1210,Categoria 01210
1211,Categoria 01211
1212,Categoria 01212
1213,Categoria 01213
1214,Categoria 01214
1215,Categoria 01215
1216,Categoria 01216
1217,Categoria 01217
1218,Categoria 01218
1219,Categoria 01219
1220,Categoria 01220
1221,Categoria 01221
1222,Categoria 01222
1223,Categoria 01223
1224,Categoria 01224
1225,Categoria 01225
1226,Categoria 01226
1227,Categoria 01227
1228,Categoria 01228
1229,Categoria 01229
1230,Categoria 01230
1231,Categoria 01231
1232,Categoria 01232
1233,Categoria 01233
1234,Categoria 01234
1235,Categoria 01235
1236,Categoria 01236
1237,Categoria 01237
1238,Categoria 01238
1239,Categoria 01239
1240,Categoria 01240
1241,Categoria 01241
1242,Categoria 01242
1243,Categoria 01243
1244,Categoria 01244
1245,Categoria 01245
1246,Categoria 01246
1247,Categoria 01247
1248,Categoria 01248
1249,Categoria 01249
CAT1250,Categoria 01250
1251,Categoria 01251
1252,Categoria 01252
1253,Categoria 01253
1254,Categoria 01254
1255,Categoria 01255
1256,Categoria 01256
1257,Categoria 01257
1258,Categoria 01258
1259,Categoria 01259
1260,
1261,Categoria 01261
1262,Categoria 01262
1263,Categoria 01263
1264,Categoria 01264
1265,Categoria 01265
1266,Categoria 01266
1267,Categoria 01267
1268,Categoria 01268
1269,Categoria 01269
1270,Categoria 01270
1271,Categoria 01271
1272,Categoria 01272
1273,Categoria 01273
1274,Categoria 01274
1275,Categoria 01275
1276,Categoria 01276
1277,Categoria 01277
1278,Categoria 01278
1279,Categoria 01279
1280,Categoria 01280
1281,Categoria 01281
1282,Categoria 01282
1283,Categoria 01283
1284,Categoria 01284
1285,Categoria 01285
1286,Categoria 01286
1287,Categoria 01287
1288,Categoria 01288
1289,Categoria 01289
1290,Categoria 01290
1291,Categoria 01291
1292,Categoria 01292
1293,Categoria 01293
1294,Categoria 01294
1295,Categoria 01295
1296,Categoria 01296
1297,Categoria 01297
1298,Categoria 01298
1299,Categoria 01299
1300,Categoria 01300
1301,Categoria 01301
1302,Categoria 01302
1303,Categoria 01303
1304,Categoria 01304
1305,Categoria 01305
1306,Categoria 01306
1307,Categoria 01307
1308,Categoria 01308
1309,Categoria 01309
1310,Categoria 01310
1311,Categoria 01311
1312,Categoria 01312
1313,Categoria 01313
1314,Categoria 01314
1315,Categoria 01315
1316,Categoria 01316
1317,Categoria 01317
1318,Categoria 01318
1319,Categoria 01319
1320,Categoria 01320
1321,Categoria 01321
1322,Categoria 01322
1323,Categoria 01323
1324,Categoria 01324
1325,Categoria 01325
1326,Categoria 01326
1327,Categoria 01327
1328,Categoria 01328
1329,Categoria 01329
1330,
1331,Categoria 01331
1332,Categoria 01332
1333,Categoria 01333
1334,Categoria 01334
1335,Categoria 01335
1336,Categoria 01336
1337,Categoria 01337
1338,Categoria 01338
1339,Categoria 01339
1340,Categoria 01340
1341,Categoria 01341
1342,Categoria 01342
1343,Categoria 01343
1344,Categoria 01344
1345,Categoria 01345
1346,Categoria 01346
1347,Categoria 01347
1348,Categoria 01348
1349,Categoria 01349
1350,Categoria 01350
1351,Categoria 01351
1352,Categoria 01352
1353,Categoria 01353
1354,Categoria 01354
1355,Categoria 01355
1356,Categoria 01356
1357,Categoria 01357
1358,Categoria 01358
1359,Categoria 01359
1360,Categoria 01360
1361,Categoria 01361
1362,Categoria 01362
1363,Categoria 01363
1364,Categoria 01364
1365,Categoria 01365
1366,Categoria 01366
1367,Categoria 01367
1368,Categoria 01368
