id_detalle,id_pedido,id_producto,cantidad,precio_unitario,descuento_pct
250,35182,9287,4,5.0,0.15
251,3941,9321,5,0,0.15
252,66995,12003,6,5.0,0.1
253,14729,1972,4,25.4,0.1
254,17269,11667,-1,8.5,1.2
255,44220,6950,1,8.5,0.15
256,32964,10515,8,8.5,-0.2
257,61715,4468,10,5.0,0
258,59093,5671,5,8.5,-0.2
259,19314,9476,-1,120.0,0.03
260,25064,1592,-1,8.5,0.15
261,8254,8504,8,19.99,0
262,45375,6543,2,55.8,0.15
263,5224,4959,2,0,-0.2
264,21566,2572,0,12.75,0.05
265,14664,13297,6,8.5,
266,6173,8266,2,8.5,0.05
267,55462,6811,4,8.5,0.05
268,64045,396,8,0,-0.2
269,68374,5563,0,-4.0,1.2
270,21252,14541,1,5.0,0.03
271,59957,14646,5,120.0,0.05
272,55979,6087,10,19.99,-0.2
273,13390,7706,1,-4.0,1.2
274,5300,2021,0,25.4,0
275,26822,9949,-1,55.8,0.1
276,24534,8451,8,0,0
277,30740,2296,2,25.4,0.05
278,14836,4943,3,5.0,0.1
279,31293,4197,1,5.0,0.1
280,6748,6971,6,8.5,0.1
281,64735,1422,8,25.4,1.2
282,54124,14116,5,0,
283,18876,6389,6,0,0
284,43506,10143,8,12.75,0.1
285,56536,8737,4,-4.0,-0.2
286,62187,11134,2,-4.0,1.2
287,67592,2788,0,8.5,0.03
288,10805,6729,-1,25.4,0.05
289,39449,5136,2,12.75,0.05
290,49826,3833,3,19.99,
291,56489,9205,0,55.8,0.05
292,31375,12862,2,12.75,1.2
293,49198,1333,4,12.75,0
294,48746,3829,8,12.75,-0.2
295,16238,11785,2,0,-0.2
296,65530,12392,5,8.5,0.03
297,2443,2727,0,55.8,
298,14962,14708,2,19.99,0.03
299,42525,3190,3,5.0,0.15
300,11430,3149,-1,25.4,
301,60292,4244,0,25.4,-0.2
302,363,1026,0,12.75,0.05
303,70152,9476,10,0,
304,3480,9579,8,8.5,0.05
305,35869,6233,-1,-4.0,0.05
306,32211,6857,0,19.99,-0.2
307,15144,10114,3,-4.0,0.05
308,65998,6065,2,25.4,0.05
309,71264,10363,8,-4.0,-0.2
310,53348,12756,4,19.99,
311,32888,13302,4,55.8,0.15
312,18801,898,-1,25.4,1.2
313,46618,12797,1,12.75,0.15
314,46938,3129,1,5.0,
315,32086,14032,1,8.5,1.2
316,40340,1472,4,-4.0,-0.2
317,12486,11763,2,5.0,0
318,18710,16039,2,5.0,0
319,40061,1062,-1,0,0.05
320,39897,14531,-1,5.0,0.1
321,11122,8794,6,19.99,0.15
322,14283,5219,4,55.8,0.15
323,30150,15668,2,25.4,0.03
324,26305,5348,4,55.8,0.05
325,50339,909,3,55.8,0.1
326,72972,2344,6,0,1.2
327,50720,6460,10,55.8,-0.2
328,10985,9471,1,55.8,
329,35590,10070,-1,19.99,-0.2
330,47959,9635,8,55.8,
331,12907,12511,2,120.0,1.2
332,62700,8493,6,0,0.03
333,57433,12144,5,120.0,
334,22283,14907,8,12.75,0.15
335,23557,3111,2,-4.0,0
336,37078,7283,3,55.8,1.2
337,43238,197,5,0,0.05
338,47590,3918,4,55.8,0.1
339,44859,15217,6,12.75,0.03
340,67377,14257,5,12.75,0.15
341,67672,15473,2,12.75,
342,20802,15045,8,55.8,
343,26175,15625,5,-4.0,-0.2
344,25721,8548,4,12.75,1.2
345,30003,14497,8,25.4,1.2
346,72410,10423,4,19.99,-0.2
347,72346,5115,8,0,1.2
348,25494,10260,2,120.0,0.1
349,40162,5676,-1,12.75,0
350,22872,7184,3,120.0,0.15
351,70148,11355,1,5.0,0
352,44415,3448,8,5.0,0.1
353,26301,1602,6,-4.0,0.05
354,61059,8786,0,0,0.1
355,61939,5769,0,120.0,
356,69588,14225,2,-4.0,0.03
357,52230,1890,10,0,-0.2
358,44119,7150,5,120.0,-0.2
359,44669,12062,1,55.8,-0.2
360,7152,12454,4,19.99,0
361,41421,13705,3,8.5,0.05
362,44667,6315,2,120.0,-0.2
363,22921,5264,4,19.99,-0.2
364,47701,5067,5,8.5,-0.2
365,57823,12748,10,55.8,0
366,63260,11779,0,0,-0.2
367,299,11526,3,8.5,-0.2
368,21895,11269,5,19.99,0.05
369,31338,14977,2,25.4,0.1
370,43498,15667,4,0,-0.2
371,34302,9889,3,120.0,-0.2
372,48085,524,3,0,1.2
373,46709,1129,-1,19.99,0.1
374,2358,10291,3,25.4,0.1
375,53061,1951,5,12.75,0.15
376,61740,10834,3,25.4,0.05
377,3188,14893,1,0,1.2
378,54980,11326,3,-4.0,
379,42470,11265,4,19.99,1.2
380,54648,8374,6,25.4,
381,13112,15453,5,12.75,0.03
382,58892,4466,1,19.99,0.1
383,23209,3531,1,0,0.03
384,30724,12996,-1,5.0,
385,53630,3945,10,5.0,0
386,2522,1592,5,8.5,
387,43388,1389,8,5.0,
388,55766,8052,6,-4.0,0.05
389,64879,8218,3,5.0,0.15
390,6991,9136,2,0,0
391,51403,11302,10,19.99,0.03
392,25821,2938,1,19.99,0.05
393,16994,9074,5,25.4,0
394,71460,6170,2,-4.0,0
395,41834,4787,10,120.0,0.15
396,12814,1947,3,0,0.15
397,1087,9089,8,-4.0,1.2
398,51456,11372,1,55.8,1.2
399,51113,4738,5,5.0,1.2
400,10220,12715,4,5.0,
401,4513,15731,6,5.0,0.1
402,48452,9611,8,25.4,
403,12980,13654,10,5.0,0.05
404,21645,11985,2,120.0,
405,8675,8781,-1,25.4,1.2
406,66325,10518,1,0,0.1
407,6382,10301,-1,12.75,0.03
408,37424,11819,6,25.4,0.05
409,22195,8507,-1,0,0.05
410,35210,13304,0,5.0,1.2
411,18329,820,1,25.4,0.03
412,21724,10631,1,-4.0,
413,28883,12568,0,-4.0,
414,34902,9349,6,0,0.1
415,19077,8791,10,5.0,0.15
416,43601,14902,0,5.0,0
417,68362,2424,4,12.75,-0.2
418,39126,15437,6,8.5,
419,48525,16127,0,12.75,0
420,71170,3815,1,5.0,0
421,10920,6722,3,12.75,
422,13725,11489,0,-4.0,0
423,63690,8540,2,5.0,1.2
424,10687,1599,3,-4.0,0
425,47571,2592,2,25.4,0
426,6921,10766,6,-4.0,0
427,64466,9275,8,55.8,-0.2
428,37152,4025,8,5.0,0.03
429,26408,11101,10,55.8,0.05
430,49623,5641,6,55.8,0
431,30259,233,10,5.0,0.1
432,36154,13174,2,25.4,
433,21183,15878,8,8.5,0.15
434,10046,8454,-1,120.0,
435,71511,2944,1,8.5,0.15
436,38403,11452,4,5.0,0
437,34808,9468,1,5.0,-0.2
438,6896,13372,10,25.4,0.03
439,6379,12730,2,12.75,-0.2
440,52060,7005,8,-4.0,0.05
441,26284,13674,5,120.0,1.2
442,23519,1737,3,12.75,0
443,43856,13655,4,120.0,1.2
444,17740,15079,3,0,0.05
445,24443,5344,0,12.75,0
446,2087,7671,1,0,0.03
447,63346,9249,8,25.4,0.05
448,39095,5677,5,12.75,0.05
449,42534,7788,10,-4.0,0.1
450,29639,6461,2,-4.0,0.05
451,61136,2759,4,12.75,0.1
452,6212,11697,4,120.0,-0.2
453,26969,12107,1,25.4,0
454,48376,10441,0,5.0,0.15
455,44053,11243,6,8.5,0.15
456,25408,14399,6,-4.0,-0.2
457,22084,11900,6,5.0,-0.2
458,4269,9380,2,19.99,
459,35848,4478,10,8.5,0.15
460,46543,1181,10,8.5,1.2
461,54838,16196,2,5.0,0.05
462,41922,13619,8,0,0.1
463,63215,3997,4,120.0,0.1
464,68627,2950,2,19.99,-0.2
465,25791,7778,5,55.8,1.2
466,37476,6734,6,120.0,0.1
467,36056,15646,5,55.8,-0.2
468,15636,1329,3,5.0,0
469,30974,11328,1,55.8,0
470,40245,9488,-1,0,0.1
471,37777,8852,1,5.0,0.05
472,51756,6185,3,5.0,1.2
473,14365,2280,10,120.0,0
474,18658,4722,1,25.4,-0.2
475,49465,3888,10,120.0,0.1
476,57877,15726,6,120.0,0.15
477,31889,5746,1,0,1.2
478,13476,1024,1,19.99,
479,35256,11797,5,19.99,0.1
480,3767,8319,2,12.75,0.1
481,36750,3380,5,120.0,0.1
482,43652,10432,1,-4.0,0.03
483,52379,8694,0,5.0,0.03
484,72395,8797,8,8.5,0
485,9344,5440,1,55.8,1.2
486,7166,7748,8,25.4,1.2
487,25451,7877,5,5.0,0
488,72721,11230,2,12.75,0.05
489,8600,2370,2,0,0.03
490,59206,7237,2,0,0.03
491,7338,12132,8,19.99,0.03
492,32621,826,4,0,-0.2
493,69915,4879,10,19.99,
494,53256,9936,3,0,0.05
495,22712,9964,-1,5.0,-0.2
496,67326,342,-1,-4.0,0.15
497,20808,8031,8,-4.0,0
498,45043,4301,10,8.5,0.15
499,42817,6564,6,120.0,1.2
500,67955,15083,10,8.5,0.1
501,72565,2668,2,-4.0,0
502,4479,11777,3,25.4,-0.2
503,57738,5242,6,120.0,0
504,47779,1759,10,120.0,-0.2
505,61103,9118,6,5.0,0.1
506,42875,6061,4,5.0,1.2
507,49311,15704,8,120.0,-0.2
508,34490,9451,6,25.4,0.1
509,37098,13774,1,120.0,0.05
510,35609,7190,3,55.8,0.03
511,39810,12923,10,12.75,
512,7537,15569,-1,55.8,0.1
513,15043,3419,2,5.0,1.2
514,40849,475,0,8.5,1.2
515,27630,6908,0,0,-0.2
516,66388,613,10,-4.0,0.1
517,40650,5327,8,120.0,1.2
518,57104,9163,4,8.5,0.1
519,42631,14762,3,-4.0,0.15
520,6077,4368,4,25.4,0
521,51901,13354,5,25.4,0.03
522,29613,15087,2,12.75,0.1
523,36815,6145,1,55.8,0
524,12635,15773,3,5.0,0
525,1523,862,0,120.0,-0.2
526,6978,6068,8,55.8,0.03
527,29519,9515,2,55.8,
528,28152,13286,5,8.5,
529,59813,10209,1,0,0.15
530,21899,10259,4,12.75,0
531,24697,7457,6,19.99,0.05
532,9025,4116,6,12.75,0.15
533,62258,12483,5,-4.0,0.05
534,46302,15945,2,120.0,0.03
535,42943,16044,6,0,0
536,44316,14847,-1,5.0,0.05
537,34551,12371,-1,19.99,0.03
538,68869,11988,2,0,0.05
539,13936,12732,6,-4.0,0.15
540,38225,11450,0,8.5,
541,2851,4562,-1,8.5,0.03
542,68742,1983,1,0,0
543,1605,14853,-1,55.8,1.2
544,53571,7712,5,120.0,0.03
545,43515,12603,3,12.75,1.2
546,39518,2140,1,120.0,0.03
547,2955,15020,2,8.5,0
548,30603,15294,0,5.0,-0.2
549,34883,3648,5,19.99,0
550,3710,14255,3,25.4,-0.2
551,19481,515,6,5.0,
552,62430,10878,4,0,0.03
553,52779,3185,4,-4.0,
554,62211,5910,10,5.0,0.1
555,11049,11327,5,8.5,
556,67555,12231,2,8.5,-0.2
557,16054,2694,5,19.99,
558,9378,4510,-1,0,1.2
559,58005,3555,4,120.0,-0.2
560,69531,13765,0,-4.0,0.1
561,69809,15492,0,55.8,0.05
562,67898,11818,10,12.75,0.1
563,51030,5986,10,55.8,0.03
564,20243,11166,2,12.75,0.05
565,27224,3014,-1,12.75,0.15
566,33209,11184,-1,19.99,0.05
567,43720,9967,8,19.99,0
568,52814,1410,4,12.75,0.1
569,7267,9775,3,5.0,0.1
570,20089,7095,6,120.0,
571,15092,8317,8,12.75,0.15
572,54475,14610,6,25.4,0.03
573,63556,4182,3,5.0,1.2
574,11648,7781,6,19.99,0.05
575,12037,8255,2,55.8,-0.2
576,39500,4134,-1,8.5,0
577,52127,8274,8,25.4,0.15
578,5356,4085,5,120.0,0.15
579,68783,13349,1,-4.0,1.2
580,12363,9537,5,19.99,0
581,54377,12453,6,19.99,
582,70237,15574,8,0,0.05
583,56708,15703,6,19.99,0.15
584,48271,4431,2,12.75,0.05
585,68062,11502,-1,-4.0,
586,45916,8478,0,5.0,
587,68530,9516,6,25.4,-0.2
588,45293,13817,2,12.75,0.15
589,20580,5455,10,25.4,0.05
590,5840,532,10,8.5,0.03
591,35307,4160,3,0,0.1
592,53197,871,4,5.0,1.2
593,27671,10780,2,12.75,-0.2
594,34885,9300,8,120.0,0.05
595,62651,10659,8,55.8,
596,31690,10689,0,12.75,0.03
597,68719,6834,8,12.75,0
598,20667,2951,3,12.75,1.2
599,65288,14439,6,19.99,-0.2
600,29175,15058,6,8.5,0.15
601,6784,2697,10,8.5,0.15
602,45211,15208,-1,120.0,0
603,6111,8324,10,25.4,0.1
604,35038,10288,5,55.8,0.03
605,54843,13003,-1,25.4,0.1
606,17193,12547,5,12.75,-0.2
607,8575,7350,0,5.0,1.2
608,59301,14868,1,55.8,0
609,12384,14885,5,8.5,0.1
610,47880,7705,6,5.0,
611,55718,10137,5,5.0,0.1
612,37394,2811,2,120.0,
613,9509,8521,2,25.4,-0.2
614,52262,6402,10,120.0,-0.2
615,10065,16038,10,-4.0,0.1
616,53525,14688,-1,12.75,0.05
617,43395,6526,-1,5.0,1.2
618,27134,14571,1,25.4,0.05
619,11649,11137,8,8.5,0.03
620,71772,3795,8,12.75,1.2
621,55285,8143,6,120.0,0.05
622,63624,3897,1,0,-0.2
623,34520,9589,1,55.8,0.1
624,45941,4905,2,12.75,0.05
625,46955,1229,1,5.0,0.05
626,58605,11617,5,5.0,0.05
627,65116,5506,0,5.0,0.03
628,26395,13607,4,-4.0,-0.2
629,67703,10001,8,-4.0,1.2
630,43067,4979,8,5.0,0.05
631,63781,1555,6,-4.0,1.2
632,51213,11913,-1,25.4,0.03
633,71659,9130,0,8.5,0
634,64172,7619,10,55.8,0.15
635,18226,12957,6,120.0,0.05
636,62338,4323,10,55.8,0.15
637,61895,9141,3,12.75,
638,36030,538,5,120.0,-0.2
639,16014,8721,-1,5.0,0.03
640,2151,10329,1,55.8,0.03
641,25484,5566,4,8.5,
642,69559,9340,5,55.8,0.1
643,65302,12574,5,55.8,0
644,72997,8654,10,12.75,0.03
645,30952,1714,3,19.99,0
646,7017,12721,5,12.75,0.05
647,67867,10537,6,5.0,-0.2
648,13925,2485,1,8.5,1.2
649,67524,14682,3,55.8,0
650,2876,9345,4,25.4,0
651,40367,2216,0,8.5,
652,69538,10868,-1,-4.0,
653,72424,16176,4,5.0,0
654,11592,15088,5,-4.0,0.03
655,62360,7439,10,-4.0,-0.2
656,46396,15224,6,19.99,0.03
657,51809,4065,2,19.99,-0.2
658,15803,9779,2,19.99,-0.2
659,17114,617,6,19.99,1.2
660,68674,10373,1,5.0,0.05
661,32448,3115,5,0,-0.2
662,22438,1482,0,-4.0,0
663,35812,819,6,12.75,1.2
664,5382,5265,6,8.5,0.05
665,64740,16174,8,0,0
666,71579,3047,3,19.99,-0.2
667,47056,15066,2,120.0,-0.2
668,63030,13144,0,5.0,0.03
669,24714,5063,0,55.8,0.03
670,61673,12105,-1,8.5,1.2
671,4473,7657,0,-4.0,1.2
672,58767,3176,2,19.99,1.2
673,65554,7112,3,-4.0,0
674,4923,1629,3,12.75,0.05
675,68301,3589,2,12.75,0.03
676,41299,7697,10,-4.0,
677,9270,7680,1,55.8,0.1
678,49248,7977,-1,5.0,
679,58436,6776,4,0,0.15
680,283,14525,-1,5.0,0.03
681,67405,7606,-1,55.8,1.2
682,43395,14657,8,19.99,0
683,45943,3131,1,19.99,-0.2
684,58126,15728,8,0,0.15
685,69313,6364,4,25.4,
686,35352,4049,10,0,0.05
687,71846,6590,2,0,0.03
688,65843,2133,6,8.5,0.05
689,34886,9094,6,12.75,0.03
690,58272,2575,5,5.0,1.2
691,39224,12200,3,120.0,1.2
692,29534,12669,0,19.99,
693,2669,3369,6,5.0,0
694,7701,15657,5,-4.0,0.1
695,39921,6772,3,8.5,0
696,55686,11744,6,0,0.15
697,8674,13857,0,5.0,1.2
698,11461,1130,8,120.0,0.03
699,70408,7998,1,120.0,0.05
700,36817,5952,3,120.0,-0.2
701,36119,15951,10,8.5,0.05
702,61035,8042,2,0,0.03
703,58191,420,5,5.0,1.2
704,60824,4041,4,25.4,0
705,68458,8944,1,-4.0,-0.2
706,17732,14710,6,-4.0,1.2
707,49,2056,5,0,0
708,53470,1666,8,8.5,-0.2
709,60958,8946,8,120.0,1.2
710,29296,1645,3,8.5,0
711,40087,14885,-1,5.0,1.2
712,51987,5792,3,5.0,0.1
713,7009,1959,0,-4.0,-0.2
714,11941,8979,3,19.99,0.1
715,20291,572,1,-4.0,0.1
716,34699,3406,2,0,0
717,27200,6561,8,12.75,0.03
718,12574,14900,-1,55.8,-0.2
719,36915,6310,10,8.5,
720,38,13652,3,12.75,-0.2
721,2967,11175,3,19.99,0.15
722,40594,6490,10,19.99,0.05
723,9179,12742,3,25.4,0.03
724,27120,6375,2,12.75,0.1
725,13587,11703,4,5.0,-0.2
726,23181,205,0,12.75,0.03
727,38753,15971,10,55.8,
728,501,171,6,120.0,1.2
729,14750,11499,5,8.5,
730,14058,11804,-1,-4.0,0
731,27021,11590,-1,-4.0,-0.2
732,34593,11181,10,55.8,0.03
733,33328,14596,-1,19.99,0.15
734,60636,7562,-1,0,1.2
735,52037,8048,6,25.4,0.15
736,15056,1921,6,120.0,1.2
737,22089,14906,-1,8.5,0.05
738,59036,11517,5,8.5,-0.2
739,26308,5084,0,120.0,0.1
740,31090,12360,4,55.8,0.03
741,31539,2249,0,-4.0,0.05
742,46187,2319,-1,19.99,0.03
743,14279,14656,0,19.99,0
744,17005,11938,2,120.0,0.05
745,1744,7434,2,120.0,1.2
746,20364,6304,1,25.4,0.05
747,47924,11034,4,5.0,0.03
748,23619,3942,1,25.4,0.15
749,42575,9089,2,5.0,0.15
750,189,12881,10,0,0.05
751,37823,13134,5,5.0,1.2
752,7399,76,10,8.5,0.05
753,29464,11471,1,12.75,0.05
754,48619,775,3,-4.0,-0.2
755,54939,10448,1,12.75,-0.2
756,43161,5831,0,0,0.15
757,54585,15796,2,55.8,0.03
758,1834,540,-1,0,1.2
759,25431,4909,1,8.5,0
760,51402,11014,6,120.0,0.1
761,42440,12510,1,25.4,0
762,42673,3226,4,5.0,0.05
763,972,6351,-1,120.0,0
764,37738,7020,-1,5.0,0.1
765,49710,13695,4,19.99,1.2
766,50510,7146,6,5.0,
767,31720,15974,10,5.0,0.1
768,18244,5809,4,0,-0.2
769,8134,8956,4,55.8,1.2
770,2726,48,1,8.5,0.03
771,38372,744,0,120.0,-0.2
772,20769,8541,8,12.75,0.03
773,14747,1508,1,19.99,0.1
774,11987,4885,8,12.75,0.03
775,27577,13272,0,8.5,0.05
776,3925,5117,3,0,-0.2
777,40686,prod_x,3,-4.0,0.03
778,24681,10109,1,0,
779,47963,2211,0,120.0,1.2
780,23975,14298,-1,25.4,
781,57949,10257,8,12.75,0
782,70432,15685,2,19.99,0.05
783,58344,5927,1,120.0,-0.2
784,4706,3849,3,8.5,-0.2
785,30971,9994,8,-4.0,0.1
786,14206,6083,3,8.5,1.2
787,37321,8169,3,-4.0,0.03
788,58894,9913,2,120.0,0
789,19325,1632,-1,12.75,0.05
790,13888,13277,4,55.8,-0.2
791,21911,11686,1,55.8,0
792,28638,5602,6,120.0,0
793,26197,13264,4,5.0,0.05
794,7933,8789,1,55.8,0.15
795,27452,2565,4,-4.0,0.15
796,31083,16181,6,19.99,0.15
797,11096,5468,3,25.4,0.1
798,29432,746,3,5.0,0.03
